"","logFC","logCPM","LR","PValue","FDR","FC"
"FUZ",0.958513764403959,4.45872034972156,31.5027309899967,1.99159953046324e-08,9.5933556458263e-08,1.94330690734772
"FXN",0.746493904429138,3.64243576547728,22.411945998999,2.20001373969431e-06,7.98620619052909e-06,1.67771063223267
"FXR1",0.068704970948763,7.93277603203326,0.226236790991258,0.634328340412509,0.700983272080192,1.04877483270589
"FXR2",0.653956407105339,5.14920301812801,17.3229084399506,3.15362067736474e-05,9.55924292595267e-05,1.57347734533785
"FXYD1",-0.183179985828863,1.92439951505009,1.60975474809372,0.204526280384724,0.271319811435904,-1.13538374000511
"FXYD2",-0.0690333018502342,1.41530551769396,0.014647837248944,0.903668659558441,0.925464224383226,-1.04901354176275
"FXYD3",0.472033451169509,3.10258964733427,3.19481029189375,0.0738723406246759,0.111704232462633,1.38706313001408
"FXYD5",0.401750196911242,4.17266549900985,3.74036668080651,0.0531127883418695,0.0833614450261152,1.32110963531451
"FXYD6",-0.156086026933923,3.20796631815434,0.113213976279567,0.736514324664865,0.78859612452962,-1.11426009141743
"FYB",0.442630506088763,5.10777568616847,4.70919282778502,0.0300017350234162,0.0499786520507115,1.35908011834188
"FYCO1",0.830693220301883,6.57420279626284,31.0120854635072,2.56426755847313e-08,1.21232446540589e-07,1.77853975197544
"FYN",0.0445236131661984,5.6728142323712,0.0404510776010483,0.840601199709764,0.874388664193041,1.03134256736789
"FYTTD1",0.464622355220813,5.86671131171212,11.07043183533,0.000877152515828836,0.00206885205445973,1.37995608409948
"FZD1",-0.381881131897953,5.02452102943122,2.76017320198527,0.0966377743083279,0.1417043856583,-1.30303978346637
"FZD10",0.362545317438663,3.38754389772143,0.676321493855554,0.410856289682774,0.490697678606121,1.28569221832398
"FZD2",1.21042137199241,3.6269834360792,16.9953034532726,3.74723949933808e-05,0.000112169304839381,2.31405214082611
"FZD3",0.821385871680652,6.45783747239019,15.4764242064041,8.35407681620422e-05,0.000236524613183844,1.76710267941219
"FZD4",-0.869464495483716,5.95947837375766,10.2219369303799,0.00138780029059152,0.0031508000290121,-1.82698462813546
"FZD5",0.184234725388685,4.89560617545669,0.742742615395443,0.388783734581329,0.46893281458374,1.136214110923
"FZD6",0.953160543154308,6.47803421237869,29.530190524037,5.50524482650815e-08,2.49834004476321e-07,1.93610949213186
"FZD7",-0.623589801419394,4.5260415407298,5.54138318215656,0.0185718981217968,0.0326896779787751,-1.54070408913754
"FZD8",0.832476694449024,3.6736695628257,4.36319553185412,0.0367233572884452,0.0600355628338558,1.78073976029469
"FZR1",1.59721244210243,5.07885294251651,73.1321174838799,1.21255225286206e-17,1.69052839619976e-16,3.0255814896673
"G0S2",-0.94283320126824,3.29970382283069,4.79226122928947,0.0285878727011132,0.0479076000254186,-1.92229959520347
"G2E3",-0.37855949204856,4.89244703294993,7.18587525336498,0.00734796999586887,0.0142444490568631,-1.30004313487183
"G3BP1",0.0480166150435111,7.35355943953654,0.17147602747032,0.678803333235765,0.739756911290721,1.03384264260453
"G3BP2",-0.0996567645634209,6.81791350783202,0.38543269278977,0.534709996258997,0.610799633663902,-1.07151850437478
"G6PC3",0.657083256963805,4.67684461109652,17.8851384723956,2.34646333378758e-05,7.2513729327859e-05,1.57689134682947
"G6PD",2.20627713343305,4.21392829551346,50.4430706805947,1.22672178720641e-12,9.85734128146884e-12,4.61482881721781
"GAA",1.88343677089362,6.13077904095768,61.7238206572863,3.95170687300734e-15,4.12028528338974e-14,3.68952929471516
"GAB1",-0.09465240897682,5.07312707116925,0.35393226055043,0.551895568927593,0.626948932769704,-1.0678081081902
"GAB2",1.05010383570294,7.09006366078876,20.537363736601,5.84785482803252e-06,1.98751769884934e-05,2.07067887616989
"GAB3",-0.211271958598661,1.87527779369403,0.813240168311914,0.367164024662078,0.446938326143485,-1.15770843295426
"GABARAP",0.925701027178014,5.92082858712075,33.4370443525229,7.36084806497396e-09,3.73777209532086e-08,1.89960706526581
"GABARAPL1",0.247922155327223,4.84628729059877,0.740739377806321,0.389424131951888,0.469669464046147,1.18749558967683
"GABARAPL2",0.75005009989247,4.23709958821333,21.3039146468281,3.91930315333063e-06,1.37240599916981e-05,1.68185123446709
"GABBR1",0.230800917525329,5.86240026246161,0.836282990395382,0.360462005859265,0.440509046975234,1.17348623368699
"GABBR2",0.561623804932345,1.35272936277454,1.50629062119476,0.219705978324808,0.2884369433611,1.475929494265
"GABPA",0.382834807353502,4.88083045069412,7.29427147696983,0.00691748139355507,0.0135041378418742,1.30390142632395
"GABPB1",0.545739998063938,4.0433756741192,14.929083574901,0.000111628759368222,0.000309682307036943,1.45976890796539
"GABPB2",0.361284035181286,5.26307633110099,4.62075585468187,0.0315873160002171,0.0523853309750196,1.28456868764731
"GABRA3",1.93923199572555,1.52151401259021,22.668024716468,1.9254546705348e-06,7.04768917770513e-06,3.83501440225288
"GABRB2",-0.883062534398866,1.89441394109194,3.18712609868767,0.0742203874507279,0.112103399218416,-1.8442861756771
"GABRB3",1.98747938002015,1.90602723052174,13.415064378906,0.0002496115963461,0.000652475402364999,3.96543567273893
"GABRE",1.07876354359674,6.42289714074013,6.44073631688931,0.0111532407071104,0.0207475952923673,2.11222503057312
"GABRP",-2.8261139448254,5.09926688167637,72.6329253039713,1.56152056244446e-17,2.15429988397171e-16,-7.09161367087902
"GAD1",-0.949018229150582,2.5701023531807,10.0855505484854,0.00149436507396328,0.00337339709826545,-1.93055844313036
"GADD45A",-0.107187469884884,6.14314963803136,0.22389918332965,0.636084862601652,0.702434252815853,-1.07712633344309
"GADD45B",1.5237941309638,4.87523348539797,41.5618144402645,1.14202241875943e-10,7.28154229803213e-10,2.87546271495504
"GADD45G",0.643607175122676,1.53225455347614,3.5108487251909,0.0609682150573191,0.0942522781920762,1.56223032982999
"GADD45GIP1",1.45556118870331,4.92195815810895,46.6648862017807,8.4224737607573e-12,6.19002967159509e-11,2.74263224904776
"GADL1",-4.96232579665222,4.37572351040093,142.876357332121,6.25554091789313e-33,4.32643043919613e-31,-31.1751759335933
"GAK",0.529778613532434,7.20669440949791,12.0969634074922,0.000505040054307718,0.0012449332865221,1.44370763666961
"GAL3ST2",0.971530195332302,3.55401049149252,13.1095986739991,0.000293786616914151,0.000758805029139974,1.96091934280538
"GAL3ST3",2.06107165220746,1.56625256156494,12.336203160333,0.000444257680033334,0.00110718381374791,4.17296162130503
"GAL3ST4",-0.0743809647098499,3.34095773061059,0.187218341985286,0.665241921819584,0.728385866420917,-1.05290915405282
"GALC",-0.971111114461101,4.90085764990467,38.0971085260887,6.73098048545837e-10,3.87796540300799e-09,-1.96034980841524
"GALE",0.109217416108945,5.34519706119098,0.338502801710213,0.560694710596986,0.634804691288516,1.07864297241264
"GALK1",0.0817817654081612,2.27689607973607,0.095310151047137,0.757531925704774,0.806248950965137,1.05832429143481
"GALK2",-0.157795757405462,4.50878686863594,1.26225853242486,0.261224013811607,0.335055549947217,-1.11558137809024
"GALM",-0.00629186733208252,4.11137949467034,0.00186671033691255,0.965537765959545,0.9738385746206,-1.00437071393129
"GALNS",0.689389978639968,4.76232648717069,9.18540276735298,0.00243952844768564,0.00526178013815132,1.61260151057439
"GALNT1",0.805746172919714,5.87178966327538,13.0084915241933,0.000310081631416608,0.000797381535699991,1.74804966273654
"GALNT10",-0.248472378551368,5.53883267100847,4.20325071767363,0.0403465671422556,0.0653316563131627,-1.18794856986022
"GALNT11",0.277104913618951,4.97958818730903,3.45680735685814,0.0629918327263098,0.0970490901477913,1.2117607771718
"GALNT12",0.843413720626472,4.29508077426526,9.27825920300379,0.00231889705158112,0.00503105363053996,1.79429079304207
"GALNT13",0.420694778036546,2.39697876355308,1.24814358820457,0.263907338273939,0.338086582834477,1.33857203370933
"GALNT14",-0.515193259657014,3.36892361105548,1.68634829789133,0.194083044184524,0.259421660375939,-1.42918557688312
"GALNT15",-1.51043038210279,3.77093766621885,32.5539237189055,1.15930844747799e-08,5.77393936828819e-08,-2.84895015795267
"GALNT16",-0.358492876608732,2.66577826742653,1.29414086857481,0.255286241415484,0.328450324251701,-1.28208585607345
"GALNT18",0.346732372916104,3.80243402904972,1.3578455117555,0.243911222438845,0.315816378432507,1.2716770824571
"GALNT2",-1.75488553298536,5.37661191972644,59.7679953704504,1.0672484895604e-14,1.0650965077289e-13,-3.37499539336354
"GALNT3",0.993984380022858,6.04624257313209,26.1145571157453,3.21749110941135e-07,1.31336660285714e-06,1.99167794228839
"GALNT4",0.660450370276464,4.99597935988295,4.23523632347616,0.0395931111986628,0.0642232379316286,1.58057595968069
"GALNT5",-0.97955411997881,4.08799501772651,14.8388647229453,0.000117097360595457,0.000323908840686149,-1.97185589207516
"GALNT6",0.817749021624599,5.54888369058951,11.715260369144,0.000619896371970628,0.00150350976099094,1.76265364918074
"GALNT7",0.792644712899053,5.46616500591045,20.4393628185077,6.15507025406617e-06,2.08611176297667e-05,1.73224706627492
"GALT",0.563624758266148,4.43264810098542,7.16004250682728,0.00745454301875628,0.0144298523992987,1.4779779625339
"GAMT",-0.304392461223992,1.84165653661105,1.03058387975943,0.310021570562989,0.387508612941096,-1.23489849483005
"GAN",-1.07104215865207,4.91574309576955,40.8763293603174,1.6217355290137e-10,1.01441735025747e-09,-2.10095048141631
"GANAB",0.993000089873367,8.38225711274744,38.372074734078,5.84630162313047e-10,3.39419813442597e-09,1.99031956762806
"GANC",1.11901293128411,5.21470712524393,33.7789883940173,6.17421256507319e-09,3.17079048656385e-08,2.17198318065752
"GAPDH",-0.560768360855884,9.95042202461893,6.40342003040926,0.0113900740545886,0.0211261263469463,-1.47505460327263
"GAPDHS",0.608176172957522,4.49620725060205,9.53602883465514,0.00201477200713071,0.00443009288476138,1.52433096080399
"GAPT",-0.663350259074739,1.75068344684626,3.83518028838505,0.0501875933510388,0.0793918401412058,-1.58375619112549
"GAPVD1",0.317272420473308,6.71483738197582,4.9546824970458,0.0260201025283843,0.044094412994281,1.24597266724043
"GAR1",-0.406442421246235,3.19522485975015,3.33882538528449,0.0676628956121805,0.10341068616286,-1.32541341003401
"GAREM1",1.64588530132993,4.73146244629738,98.5267475267778,3.20664096084042e-23,8.1258847260465e-22,3.12939832031402
"GAREM2",0.0449406763403079,3.56367933980616,0.024952057683052,0.874486582093514,0.90132818048281,1.0316407573329
"GARNL3",-0.235802669937326,4.13745842773033,1.31967006400829,0.25065127245802,0.323143252192929,-1.17756171312884
"GARS",-0.0400509357444054,6.77405719918299,0.065949339798685,0.797328510746723,0.839187197847329,-1.02815012585033
"GART",0.810367901765214,6.03202635933243,28.267442381831,1.05658235611629e-07,4.60995905128645e-07,1.75365858621766
"GAS1",0.427721606348775,5.81327402700312,1.85628197559619,0.17305452758359,0.234861834436067,1.34510762105262
"GAS2L1",0.869854003141449,0.189410307233118,4.82908386441815,0.0279834966581912,0.0469693323518898,1.82747795524623
"GAS2L3",0.304561970210033,4.13601282318106,2.25215336254817,0.133428614803552,0.187710286130632,1.23504359735251
"GAS6",1.73405164395478,7.3642071227962,21.9597738931685,2.78425327027501e-06,9.9603829462011e-06,3.32660747347576
"GAS7",1.49722660939747,5.35652131900364,67.9458528480304,1.68047486863056e-16,2.03481352976842e-15,2.82299507017635
"GAS8",2.25823313833414,5.18526554565088,100.234060843496,1.35410683478051e-23,3.61658415670382e-22,4.78405222355335
"GAS8-AS1",0.882949608743127,2.27656655544401,12.6200577620045,0.00038162953958294,0.000962000421441127,1.84414182148644
"GATA2",0.196393229132493,2.63059365855372,0.149811642770231,0.698715424212999,0.756795977224773,1.14583016938212
"GATA3",0.366537236016789,1.41182804270323,1.10643166726256,0.29285894228649,0.369261995695679,1.2892546384286
"GATA6",2.04214213566931,5.24102562133207,48.9335095662187,2.6478809806591e-12,2.04971353722771e-11,4.11856607874358
"GATAD1",-0.358205326050057,5.30576957498325,6.04712567374172,0.0139289533186807,0.0252902399015551,-1.28183034277645
"GATAD2A",0.938464663869729,5.83531431631794,29.0167442992302,7.17553837780317e-08,3.21034397818211e-07,1.91648760024289
"GATAD2B",0.485863339220601,6.31061375078265,14.3130177753201,0.000154790736053327,0.000418500457086478,1.40042365802504
"GATB",0.643999072362686,4.30605470782537,15.8466411609723,6.86883481003236e-05,0.000196938098698936,1.5626547555742
"GATC",-0.990761137122519,3.40895343350237,16.078041065516,6.07848014303433e-05,0.000175773176018583,-1.98723313891853
"GATM",1.03355121606858,3.65904494828706,7.83951604521481,0.00511162896203792,0.0102727018126765,2.0470569170185
"GATS",-0.512638484111708,5.64667178171729,4.4831871435843,0.0342298314826949,0.0563429714220454,-1.42665696391535
"GATSL3",0.904034038859829,2.24750523351883,15.7113691224173,7.37793718989422e-05,0.000210771589490521,1.87129114627246
"GBA",0.734611236395236,5.51425001682237,24.9220948017603,5.96943407328991e-07,2.33788073325335e-06,1.66394902400105
"GBA2",0.350271375014065,6.4535182124337,3.85432187365193,0.0496179807069349,0.0786164044054056,1.2748003983251
"GBAP1",-1.17538334375774,2.3365200430001,20.9425803905663,4.73257230255804e-06,1.63086336222616e-05,-2.25852885182227
"GBAS",-0.466273912690111,5.3347709643287,13.4116155714586,0.000250070943301815,0.000653467320526738,-1.38153672430645
"GBE1",0.201417119122973,5.06785277864361,1.93070085974122,0.164681787714261,0.225080268710603,1.14982724371792
"GBF1",0.572497247974233,7.15575362225053,9.43414481594947,0.00212982382076549,0.00466364574495836,1.48709544739779
"GBGT1",-0.218283085219364,3.35149938857506,0.935145046712414,0.333529546974145,0.412658461446489,-1.16334829103145
"GBP1",0.0402827507351913,9.29181249255337,0.0400441492732071,0.841394284626275,0.874868873418523,1.02831534424696
"GBP1P1",-1.51689805674709,5.20843668948015,27.6617288726124,1.44493290058677e-07,6.17841449230381e-07,-2.8617508167855
"GBP2",0.267782030862104,8.59667035416846,2.33299020935643,0.1266583672555,0.179444961140765,1.20395546824686
"GBP3",0.0495519453308919,7.2448579775088,0.089234667583213,0.765152381147734,0.812884586303851,1.03494345378157
"GBP4",0.548154544740931,7.43135738322546,5.01307538390778,0.0251565789761215,0.0427683445495719,1.46221407567463
"GBP5",1.0487396892409,7.01503361767907,12.6164494837991,0.000382366919939927,0.000963705804902701,2.06872186228561
"GBP7",0.429639185268029,2.51485161532092,0.638129038257745,0.424389112609431,0.50445085818399,1.34689667895812
"GCA",0.0261055507107482,4.62443646043583,0.0247898293151465,0.874891895215983,0.901531414211499,1.01825969513608
"GCAT",1.48788180933626,3.58379086376663,48.8324151513922,2.78793844121596e-12,2.14972585355299e-11,2.80476871533157
"GCC1",0.273056203875673,5.31833242165817,6.28864569349762,0.012151386598698,0.0223653295700383,1.2083649174193
"GCC2",-0.159794426627702,7.8533284584091,2.07181403962668,0.150042961001293,0.207622609641459,-1.1171279442614
"GCDH",0.181654879380435,5.0281205714984,1.22786385461914,0.267822870041877,0.342405554007804,1.13418413365075
"GCFC2",-0.629991149108846,5.53526871658764,16.1574482482634,5.82889063224705e-05,0.000169254921065731,-1.54755549930632
"GCH1",1.84812320710256,3.35009235376543,58.7691125879378,1.77302866992975e-14,1.73877573215773e-13,3.60031517532232
"GCHFR",0.662023102817377,2.88975987802205,7.83752597205493,0.00511725948660983,0.0102815344555302,1.58229994056978
"GCKR",-1.78997491943795,0.513770043441665,18.6495384231836,1.57085298146397e-05,4.98780463520977e-05,-3.45808880749185
"GCLC",0.537480898242209,5.25958878272087,12.1206454473675,0.000498666406276888,0.0012309661070158,1.45143593908215
"GCLM",0.623533117923185,6.18680508389951,13.5507933372712,0.000232193257546493,0.000609257258618515,1.54064355605446
"GCM2",0.162920520774984,1.14152500245776,0.136587336420035,0.711697511987102,0.767576792294976,1.11955120998267
"GCN1",0.708392863915305,8.14892029387959,6.3502320944052,0.0117365942001868,0.0216875719218946,1.63398287562899
"GCNT1",-2.0777335973326,4.09779354041428,31.0443965613067,2.52193336246577e-08,1.19373522399082e-07,-4.22143528413419
"GCNT2",-0.0351714213605205,5.25169340939383,0.0204393172190009,0.88631692271769,0.911229303602907,-1.02467856834572
"GCNT3",1.72984973557157,2.27810339781554,19.7179314545457,8.9755214382562e-06,2.96463625733267e-05,3.31693268893096
"GCNT4",0.304620683764929,1.37918486263213,0.929139763897147,0.335086556691963,0.414293589764817,1.23509386111136
"GCNT7",1.20439229617268,3.59700730534203,27.0973664244817,1.93461319201462e-07,8.13606047135622e-07,2.3044018101164
"GCOM1",1.93737978270866,2.92709624788982,36.4101809599314,1.59865972660763e-09,8.83138219393498e-09,3.83009395436838
"GCSAM",-0.0859356567083016,1.89703003597516,0.0705205496440868,0.790580363147536,0.833341274270009,-1.06137587119769
"GCSH",0.617953611182256,3.30082527946836,8.42023731199685,0.0037106735776825,0.00770023459788351,1.53469674814128
"GCSHP5",-0.233395619788673,2.15098303216946,0.547933527080403,0.459163285270275,0.538125507777906,-1.17559866010941
"GDA",0.670054750783359,3.50772717451569,2.69112876303599,0.100908308053891,0.147013686225511,1.59113335043338
"GDAP1",0.587107674655479,3.32102098195618,1.63107573758681,0.201554323482147,0.267803471083074,1.50223204091989
"GDAP1L1",1.48123831953204,2.36905512441084,24.6698293162597,6.80410472738938e-07,2.64579942726229e-06,2.79188268268309
"GDAP2",-0.198726934816883,7.69816294687291,3.33743477211821,0.0677201091830944,0.103468173764408,-1.14768516591861
"GDE1",0.684218475558817,5.2987997752427,14.5890404618384,0.000133689805476536,0.000365191296850186,1.60683130674247
"GDF1",1.18235426692655,2.73327317805718,23.6216522635053,1.17260628002368e-06,4.4334538703784e-06,2.26946819006843
"GDF11",1.23076034670364,5.14461596484026,24.5159219033584,7.36983088725209e-07,2.8510840642965e-06,2.34690646779683
"GDF15",1.8215382153434,2.90427153655181,15.9324857379253,6.56423472904827e-05,0.000188957378478129,3.53457857852941
"GDF9",0.180343068284765,0.496493126493276,0.510575558552311,0.474889807293921,0.553514653383541,1.13315331350804
"GDI1",1.751312329535,5.22464594122974,57.8864604560932,2.77691907922665e-14,2.65104547177768e-13,3.36664669672966
"GDI2",-0.702706853589528,7.263069066723,23.5013842690842,1.24823925014114e-06,4.69921874108282e-06,-1.62755562763957
"GDNF",-0.00263146468696208,1.52368075778057,7.72809112987716e-05,0.992985922098202,0.994807453614481,-1.00182565681437
"GDPD1",-0.307210085513436,1.91573274806697,2.56758023539671,0.109074461682718,0.157448170263479,-1.23731264326051
"GDPD2",-0.124881659226883,1.80305911647496,0.196099405583738,0.657887888180199,0.721830853688811,-1.09041828463101
"GDPD3",1.14332146065273,2.90191859444609,23.1602046879041,1.49050118254619e-06,5.54404831591512e-06,2.20888982332177
"GDPD5",-0.143905241846325,4.2450205010947,0.341934929200335,0.55871446780373,0.632867636086551,-1.10489191162748
"GDPGP1",0.193067785842116,2.47205203874943,1.38428226225864,0.239373066947971,0.31085525043637,1.14319204767683
"GEM",-0.661775815644677,4.02464078962991,2.99071383810592,0.0837432452015418,0.124795400592964,-1.58202874746567
"GEMIN2",-0.277406791798627,3.33402679530211,2.97838429868608,0.084383469778832,0.125668753519627,-1.21201435980807
"GEMIN4",1.65709734653909,5.72771029378342,63.686049148277,1.45914261642653e-15,1.59709058458627e-14,3.15381349412225
"GEMIN5",0.305537139837533,5.7995189858556,5.83673162765663,0.0156949546744434,0.0281281450111149,1.23587869008056
"GEMIN6",0.234695877999855,3.6613969294725,2.89361288760026,0.0889312925616636,0.131745749844882,1.17665866988778
"GEMIN7",-0.360575786707656,2.87364608344622,2.73769800878123,0.0980058568129498,0.143365360691189,-1.28393822139847
"GEMIN8",0.869620908393912,4.15304724088318,28.9927009098652,7.2651529661042e-08,3.24676898073246e-07,1.82718271537212
"GEN1",-0.0196556955648093,5.54410901173258,0.012283044519485,0.911752029622874,0.931994878350786,-1.01371752353376
"GET4",0.35305359920549,5.94979251701593,4.08233256851069,0.0433337986005822,0.0697338652952673,1.27726121129891
"GFAP",-2.40895760863173,1.24798053895596,37.8387967010057,7.68383796975959e-10,4.39496662206762e-09,-5.31090457849864
"GFER",1.86444684982156,3.40672278932579,70.8811112272873,3.79413160500709e-17,4.97429237633759e-16,3.6412829460559
"GFI1",-0.402806897989707,1.9435993521112,2.03111232085287,0.154107782938689,0.212350710473548,-1.32207763570123
"GFM1",-0.391146623902166,6.45856637258731,6.06779217704553,0.0137668939794024,0.0250189405445525,-1.31143529116152
"GFM2",0.15847538620011,5.15316912718492,1.55278496120043,0.212724775674918,0.280457420888983,1.1161070330741
"GFOD1",0.671542505939248,6.15228874011554,7.74568663878051,0.00538409849107168,0.0107586868409782,1.59277502644582
"GFOD2",0.479704184129643,4.79901719747097,11.5534052672799,0.000676252863734614,0.0016294679531156,1.39445771193626
"GFPT1",-0.00677326149937792,6.99651481368871,0.00276570423429945,0.958058614074138,0.968268287263493,-1.00470590526755
"GFPT2",-0.900549635548924,4.65599371702332,8.86011581366273,0.00291469080363329,0.00619719062262639,-1.86677704921931
"GFRA1",-1.01647529764331,3.63508123746645,1.45723852026275,0.227370012621915,0.297217419932807,-2.02297052203929
"GGA1",0.861854922359976,6.13780298735886,23.7794600802215,1.08029140445505e-06,4.10205113012685e-06,1.81737346834621
"GGA2",0.541763380665967,6.0833010289644,17.7590609191657,2.50720530224485e-05,7.71500244355039e-05,1.45575076878782
"GGA3",2.29977064733778,4.86238146947679,89.4265660904069,3.18234363283309e-21,6.51188093757241e-20,4.92379483012915
"GGACT",-0.265255815256281,1.34913084450746,0.289772142666152,0.590366583600964,0.660980202959993,-1.20184913966739
"GGCT",-0.36157968960065,4.85007620735366,4.31789486389713,0.03771355098151,0.0614703324529336,-1.28483196388849
"GGCX",0.132536993720316,5.9206273214863,1.03529843919542,0.308917457254661,0.386341968414349,1.09621972069179
"GGH",0.242270282142838,3.59358923039762,0.439112549970474,0.507551100964267,0.584583067654637,1.18285258136534
"GGN",0.424672484025231,2.9719918686007,3.19171431284425,0.0740123582689666,0.111873232512301,1.34226775089435
"GGPS1",-0.0357893151906439,4.72461664006138,0.0651898567059348,0.798473603220908,0.840057455016124,-1.02511752332331
"GGT1",1.56957573353462,3.70221677467017,38.0656994925897,6.84021026497219e-10,3.93660066048799e-09,2.96817413490697
"GGT5",-0.34353781554402,3.43927856039978,1.49503052038626,0.221437583631814,0.290253120049711,-1.26886432517413
"GGT6",1.23515000717436,4.17604330632094,23.0097505495246,1.61181831191436e-06,5.9561312235417e-06,2.35405822974304
"GGT7",0.893308723283679,5.14349825195763,16.0393784430914,6.20386619167408e-05,0.000178974194433031,1.85743113502859
"GHDC",0.413909828640573,3.98055071453271,2.62853705190508,0.10495838152559,0.152228099505705,1.33229155157173
"GHITM",0.622729725615703,6.78519742447753,12.607366856478,0.000384229395307181,0.000968091817192989,1.53978585807916
"GHR",-0.852179380622485,3.3131690750492,13.9574140109454,0.000186998714715998,0.000499104422593863,-1.80522589765552
"GHRL",-0.148056256287918,4.20096249111723,0.782991133388208,0.376227903154691,0.456430297216698,-1.10807555519589
"GID4",0.625731151291678,3.01419223859256,13.101247246532,0.000295099237437572,0.000761822611660354,1.54299260893249
"GID8",1.83274639499577,6.25287060185388,108.194878739356,2.43608300489166e-25,7.98813304999464e-24,3.56214537354816
"GIGYF1",0.959470900997145,7.85576433297032,29.5367044538315,5.48677385943869e-08,2.49138544684031e-07,1.94459659590691
"GIGYF2",-0.690861729460086,6.95176594553245,26.857952690489,2.1897142226385e-07,9.15299389235909e-07,-1.61424742915974
"GIMAP1",-0.597627986779132,2.54414893743046,5.72142619440588,0.0167591120211153,0.0297902150606537,-1.51322654218891
"GIMAP2",-0.642291742703894,3.02726872295016,11.2312402244576,0.000804318785126338,0.00191129796231522,-1.56080655572553
"GIMAP4",0.480184835067279,3.91280259063419,5.14835893166397,0.0232683535860666,0.0399317391887397,1.39492236943529
"GIMAP5",0.609786513200937,4.12590564161461,7.8763914691346,0.00500843188621552,0.0100753898404524,1.52603337323176
"GIMAP6",-0.0211394021303563,3.38720014455062,0.00666251563863085,0.934945529343794,0.950001109498108,-1.01476059429748
"GIMAP7",-0.0291793920854511,2.78408891002915,0.01234452377021,0.911532360356097,0.931830473331173,-1.02043153704011
"GIMAP8",-0.251941233370131,3.486090886647,1.43240861668334,0.231371752885722,0.301701450864817,-1.19080834208076
"GIN1",-0.656895917196112,2.13151503033442,12.9628018054134,0.000317741308853307,0.000815225473775906,-1.57668659442465
"GINM1",-0.456606109622416,4.94298742848997,11.4208470677692,0.000726245765957098,0.00173986998052163,-1.37230970661108
"GINS1",-1.18777303080751,2.94522801368736,30.5390316423121,3.27216581724233e-08,1.52604717943121e-07,-2.27800834301801
"GINS2",0.640073180857767,2.55144417435548,5.23803203005202,0.0220982581925513,0.0381006110661471,1.55840820773644
"GINS3",-1.92364389688295,4.02306137721797,88.0239499947091,6.46667130407201e-21,1.27386990191409e-19,-3.79380071405119
"GINS4",0.115350466983699,3.82229634542296,0.281424581031608,0.595769012575076,0.665679934670597,1.08323815941442
"GIPC1",0.958567147469358,6.54384518393185,25.0355254556402,5.62836835297398e-07,2.21416040671639e-06,1.94337881554461
"GIPC2",0.00799708713900385,2.14691542242766,0.000340571734753325,0.985276206719854,0.989148362197581,1.00555855013209
"GIPC3",1.7109679675506,2.16350311607549,47.2126173777761,6.3689142845384e-12,4.74463144113449e-11,3.27380403662395
"GIPR",-2.17057362740582,1.87421406309145,80.1153373727908,3.53180300849829e-19,5.77262085124828e-18,-4.50202362453018
"GIT1",1.76211918262785,5.78859571688362,91.0181745227018,1.42358524053002e-21,3.01427045982814e-20,3.39196006051865
"GIT2",0.365406951546722,5.77031361942487,3.537383303197,0.0600000467868194,0.0929279038028224,1.28824496294645
"GJA1",0.191257324262249,6.53412907285549,0.401847331519932,0.526136756891132,0.602353184591713,1.14175833707849
"GJA4",-0.359194749466137,4.32379811143159,2.09106716491672,0.148162541886085,0.205337621490359,-1.28270974411979
"GJA5",0.242698303599049,3.71600377415866,0.391647574839624,0.53143463549348,0.60741746432158,1.18320356433847
"GJA9",0.31562662443184,4.10175182494887,2.69297238695523,0.100791635294098,0.146857214331916,1.24455209836075
"GJB1",1.96602155855576,2.81084403059054,22.0951809167899,2.59460280249427e-06,9.33090808035972e-06,3.90689249709239
"GJB2",0.189993726419546,4.01743736501897,0.284602569143999,0.593700276140397,0.663821035899161,1.14075875525153
"GJB3",0.640387757394725,3.4322627714569,6.04060802901081,0.0139804684208815,0.02538086415061,1.5587480523293
"GJB7",-0.133188167585949,1.28442655987972,0.167403349888701,0.682429919101351,0.743146662453741,-1.09671462136999
"GJC1",0.144398368289541,4.04918337580532,0.537271981927198,0.463565509682933,0.542321653298737,1.10526963840362
"GJC2",-0.234134430011511,2.61757768831871,0.417328223733541,0.518273228269741,0.595155390176396,-1.17620084332485
"GK",1.81330246474731,4.04866921968878,52.1172537638395,5.22835096182689e-13,4.36974261390049e-12,3.51445861106028
"GK5",-0.148348704829262,5.57047461845265,1.26436414473661,0.260826631256421,0.334654260032339,-1.10830019582848
"GKAP1",-0.554113274589999,3.20847787788014,3.57448551589209,0.0586736212719571,0.0910873175558965,-1.46826591382017
"GLA",1.35552474575668,2.81225577936434,47.5812430202176,5.27709897246826e-12,3.95919912486747e-11,2.55890173250673
"GLB1",0.776376359576594,6.47436058383713,31.4579322242201,2.03808304923611e-08,9.79046385617275e-08,1.71282333945792
"GLB1L",-0.410329125504454,3.76584895677882,9.17374013265362,0.00245512317169277,0.00528893373140235,-1.32898896497863
"GLB1L2",1.26618154233993,4.54138030776316,16.642324601301,4.51325663210914e-05,0.000133534389201092,2.40524114362297
"GLB1L3",-3.44058612445468,2.96688801188583,63.4387404663529,1.65432301709401e-15,1.79706227330143e-14,-10.8572447020547
"GLCCI1",0.554866013423494,4.20417548573371,8.11462791445715,0.00439094844407054,0.0089653012062897,1.46903219437107
